task_name,num,dataset_id,error_rate,m,n,anomaly,missing,format,knowledge,cleaning_method,multi_wasserstein,outlier_ratio_rep,mean_col1,var_col1,normal_p_col1,mean_col2,var_col2,normal_p_col2,mean_col3,var_col3,normal_p_col3,kl_numeric_avg,corr_avg,corr_max,cat_kl_avg
rayyan,10,56,23.072727272727274,12,1000,0.0,5.0,0.0,5.0,baran,35.802345999803066,0.07142857142857142,34.73267326732673,184344.57713612774,0.0,70.26121076233184,88283.9058786671,0.0,502955.61826182617,85071431186.5997,1.1137467478601834e-17,1.6873288514573542e-06,0.03313958077287949,0.0406891568607816,-0.02134525275310105
rayyan,10,56,23.072727272727274,12,1000,0.0,5.0,0.0,5.0,Unified,0.0,0.07639836289222374,34.93355481727575,185564.43682182822,0.0,70.26996625421822,88573.26487398535,0.0,503494.76762114535,84900704198.01761,1.1800149991458892e-17,0.0,0.033137710982281236,0.04070495161965859,0.0
rayyan,11,69,18.554545454545455,12,1000,0.0,2.5,1.25,1.25,mode,714.65386291757,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1266.0,0.0,1.0,-0.08410135206389117,,,0.2773493245558787
rayyan,11,69,18.554545454545455,12,1000,0.0,2.5,1.25,1.25,bigdansing,237.16015523973883,0.07381776239907728,49.31125131440589,309706.1661785379,0.0,61.82663847780127,79027.22705683636,0.0,451638.77429467085,97081963169.73561,2.339660975560632e-20,0.010816167836734796,0.05623415905037773,0.08016473967442306,0.1879480881998873
rayyan,11,69,18.554545454545455,12,1000,0.0,2.5,1.25,1.25,boostclean,0.0,0.3333333333333333,49.91167192429022,309777.2574530965,0.0,66.171974522293,79313.86837420553,0.0,506683.70323928946,84295600696.7905,5.507198119171872e-18,0.0,0.18367108857237235,0.4230122760462913,-0.0006598882135200482
rayyan,11,69,18.554545454545455,12,1000,0.0,2.5,1.25,1.25,holoclean,287.07788747743075,0.064,70.87885521908343,1081629.17781737,0.0,74.97200476362053,81823.03712794658,0.0,591602.2125476951,322069142506.9632,2.794049008017253e-41,0.01466098429817564,0.0275750108180069,0.05909197083268409,0.6139894603442747
rayyan,11,69,18.554545454545455,12,1000,0.0,2.5,1.25,1.25,horizon,0.0,0.07531865585168018,49.91167192429022,309777.2574530965,0.0,66.171974522293,79313.86837420553,0.0,506683.70323928946,84295600696.7905,5.507198119171872e-18,0.0,0.05340500456353647,0.07867009388176452,0.14635457860569553
rayyan,11,69,18.554545454545455,12,1000,0.0,2.5,1.25,1.25,scared,43.95040054535186,0.07549361207897794,49.571278825995805,308826.06259500503,0.0,64.34213305174235,78994.29719755946,0.0,504159.3801478353,83927244554.47902,9.837187532144003e-18,2.4510702615027175e-05,0.05348831453941192,0.07925668402624936,-0.008505508031112328
rayyan,11,69,18.554545454545455,12,1000,0.0,2.5,1.25,1.25,baran,20.22243080171185,0.07630057803468208,49.91167192429022,309777.2574530965,0.0,66.21822033898304,79163.08488505852,0.0,506683.70323928946,84295600696.7905,5.507198119171872e-18,4.802309796317292e-09,0.05343289421311381,0.07923818398395352,-0.0012874348376429464
rayyan,11,69,18.554545454545455,12,1000,0.0,2.5,1.25,1.25,Unified,0.0,0.07531865585168018,49.91167192429022,309777.2574530965,0.0,66.171974522293,79313.86837420553,0.0,506683.70323928946,84295600696.7905,5.507198119171872e-18,0.0,0.05340500456353647,0.07867009388176452,0.0
rayyan,12,65,22.527272727272727,12,1000,0.0,5.0,2.5,2.5,mode,712.9620892868637,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1266.0,0.0,1.0,-0.08633086088815806,,,-0.042747968429627234
rayyan,12,65,22.527272727272727,12,1000,0.0,5.0,2.5,2.5,bigdansing,289.67132017427514,0.06995884773662552,41.3765227021041,227968.24166550033,0.0,63.615894039735096,83124.52412279097,0.0,417122.27932960895,104060893365.54158,3.967102984919181e-22,0.023469135939144986,0.04542731774636662,0.07238906801933528,0.12254647547503274
rayyan,12,65,22.527272727272727,12,1000,0.0,5.0,2.5,2.5,boostclean,0.0,0.2,41.880398671096344,228062.61760871008,0.0,67.95343680709534,83373.9467750787,0.0,501077.0223463687,84369626197.55879,1.9282263329797044e-17,0.0,0.09139111543713112,0.24404736538428198,-0.004011927405569308
