task_name,num,dataset_id,error_rate,m,n,anomaly,missing,cleaning_method,precision,recall,F1,EDR
beers,12,33,18.80082987551867,11,2410,0,0,bigdansing,0.6572991324028669,0.17467605346393225,0.27600442980466844,0.073053770023467
beers,12,33,18.80082987551867,11,2410,0,0,boostclean,0.5737080347038853,0.09345985103560861,0.16073515709445627,-0.15304560759106214
beers,12,33,18.80082987551867,11,2410,0,0,holoclean,0.24515277253866466,0.0013263952657892053,0.0026385148877844183,-1.0417304356698296
beers,12,33,18.80082987551867,11,2410,0,0,horizon,0.6402112410411166,0.05111723293541475,0.09467518948823356,0.026833996530966228
beers,12,33,18.80082987551867,11,2410,0,0,scared,0.6490380988306299,0.10600959085807571,0.1822514372216815,0.050709111315171924
beers,12,33,18.80082987551867,11,2410,0,0,baran,0.8339117314221048,0.5532088562391593,0.6651582555230535,0.5507601265177022
beers,12,33,18.80082987551867,11,2410,0,0,Unified,0.6015843078083742,0.16324864809713294,0.2568085598505509,-0.07764513825119886
beers,13,40,23.539419087136928,11,2410,0,0,mode,0.600754432289702,0.004046297167591983,0.008038452466727046,0.004046297167591983
beers,13,40,23.539419087136928,11,2410,0,0,bigdansing,0.6235760090531874,0.16890938176343276,0.26581647912309675,0.06097675731626988
beers,13,40,23.539419087136928,11,2410,0,0,boostclean,0.6202187853640135,0.08534864025595182,0.1500489622108164,0.05260186317869577
beers,13,40,23.539419087136928,11,2410,0,0,holoclean,0.23998491135420597,0.011197892161475487,0.021397365744091484,-0.8959254728521691
beers,13,40,23.539419087136928,11,2410,0,0,horizon,0.5996605054696341,0.05749505975345817,0.10492954307420667,0.0013173990778206455
beers,13,40,23.539419087136928,11,2410,0,0,scared,0.6303281780460204,0.08845393808224335,0.15513744257495324,0.07782064552554813
beers,13,40,23.539419087136928,11,2410,0,0,baran,0.8731044888721238,0.6868354192152065,0.7688489595326027,0.6834478215865248
beers,13,40,23.539419087136928,11,2410,0,0,Unified,0.6314598264805734,0.15818198927260751,0.25298956946234974,0.08064364354944951
beers,14,44,28.30290456431535,11,2410,0,0,mode,0.5683515654470012,0.008749133749133749,0.017232985056340615,0.008749133749133749
beers,14,44,28.30290456431535,11,2410,0,0,bigdansing,0.5846473029045643,0.15748440748440748,0.24813070994372222,0.04617117117117117
